Price__Price,Key Specs__Backlit Keyboard,Key Specs__Screen Size,Key Specs__Touch Screen,Key Specs__Storage Type,Key Specs__System Memory (RAM),Key Specs__Graphics,Key Specs__Processor Speed (Base),Key Specs__Processor Model,Key Specs__Processor Model Number,Key Specs__Operating System,Key Specs__Battery Type,General__Product Name,General__Brand,General__Model Number,General__Color Category,Feature__Backlit Keyboard,Display__Screen Size,Display__Screen Resolution,Display__Touch Screen,Display__Display Type,Storage__Storage Type,Memory__System Memory (RAM),Memory__Type of Memory (RAM),Graphics__Graphics,Graphics__Graphics Type,Processor__Processor Brand,Processor__Processor Speed (Base),Processor__Processor Model,Processor__Processor Model Number,Compatibility__Operating System,Included__Built-In Webcam,Included__Optical Drive Type,Power__Battery Type,Dimension__Product Height,Dimension__Product Width,Dimension__Product Depth,Certifications & Listings__ENERGY STAR Certified,Certifications & Listings__EPEAT Qualified,Warranty__Manufacturer's Warranty - Parts,Warranty__Manufacturer's Warranty - Labor,Other__UPC
57999,Yes,15.6 inches,Yes,SSD,8 gigabytes,AMD Radeon Vega 8,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-ion,"ENVY x360 2-in-1 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive",HP,15M-DS0011DX,Black,Yes,15.6 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,14.1 inches,9.7 inches,Yes,No,1 year,1 year,193424599516
169999,Yes,13.3 inches,No,SSD,8 gigabytes,Intel Iris Plus Graphics 655,2.4 gigahertz,Intel 8th Generation Core i5,Intel 8th Generation Core i5,Mac OS,Lithium-polymer,"MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD (Latest Model)",Apple,MV972LL/A,Space Gray,Yes,13.3 inches,2560 x 1600 (Retina),No,LED,SSD,8 gigabytes,LPDDR3,Intel Iris Plus Graphics 655,Integrated,Intel,2.4 gigahertz,Intel 8th Generation Core i5,Intel 8th Generation Core i5,Mac OS,Yes,None,Lithium-polymer,0.59 inches,11.97 inches,8.36 inches,Yes,Yes,1 Year,1 Year,190199113091
19999,No,14 inches,No,SSD,4 gigabytes,AMD Radeon R5,3.1 gigahertz,AMD A9,A9-9425,Windows 10 Home in S mode,Lithium-ion,"14"" Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 Graphics - 128GB Solid State Drive",HP,14-DK0002DX,Silver,No,14 inches,1366 x 768 (HD),No,Widescreen LED,SSD,4 gigabytes,DDR4 SDRAM,AMD Radeon R5,Integrated,AMD,3.1 gigahertz,AMD A9,A9-9425,Windows 10 Home in S mode,Yes,None,Lithium-ion,0.78 inches,12.76 inches,8.9 inches,Yes,No,1 year,1 year,193905289622
39999,No,15.6 inches,No,HDD,8 gigabytes,Other,2.6 gigahertz,AMD 2nd Generation Ryzen 3,3200U,Windows 10 Home in S mode,Lithium-ion,"L340-15API 15.6"" Laptop - AMD Ryzen 3 - 8GB Memory - 1TB Hard Drive",Lenovo,81LW005PUS,Gray,No,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,HDD,8 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,2.6 gigahertz,AMD 2nd Generation Ryzen 3,3200U,Windows 10 Home in S mode,Yes,"CD-R, CD-RW, DVD+R, DVD+RW, DVD-R, DVD-RW",Lithium-ion,0.9 inches,14.3 inches,10 inches,Yes,No,1 year,1 year,193386906186
62999,Yes,13.3 inches,Yes,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,Lithium-polymer,"Yoga 730 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Lenovo,81CT0008US,Silver,Yes,13.3 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,Yes,None,Lithium-polymer,0.6 inches,12.1 inches,8.5 inches,No,No,1 year,1 year,192330151146
24900,No,14 inches,No,eMMC,4 gigabytes,AMD Radeon R4,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,Lithium-ion,"14"" Chromebook - AMD A4-Series - 4GB Memory - AMD Radeon R4 - 32GB eMMC Flash Memory",HP,14-DB0023DX,Gray,No,14 inches,1366 x 768 (HD),No,Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,AMD Radeon R4,Integrated,AMD,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,Yes,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,Yes,No,1 year,1 year,193808022845
279999,Yes,16 inches,No,SSD,16 gigabytes,AMD Radeon Pro 5500M,2.3 gigahertz,Intel 9th Generation Core i9,Intel 9th Generation Core i9,macOS Catalina,Lithium-ion polymer,"MacBook Pro - 16"" Display with Touch Bar - Intel Core i9 - 16GB Memory - AMD Radeon Pro 5500M - 1TB SSD (Latest Model)",Apple,MVVK2LL/A,Space Gray,Yes,16 inches,3072 x 1920 (Retina),No,LED,SSD,16 gigabytes,DDR4,AMD Radeon Pro 5500M,Discrete,Intel,2.3 gigahertz,Intel 9th Generation Core i9,Intel 9th Generation Core i9,macOS Catalina,Yes,None,Lithium-ion polymer,0.64 inches,14.1 inches,9.68 inches,Yes,Yes,1 Year,1 Year,190199267978
16999,No,14 inches,No,eMMC,4 gigabytes,Other,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,Lithium-ion,"Stream 14"" Laptop - AMD A4-Series - 4GB Memory - AMD Radeon R3 - 64GB eMMC Flash Memory",HP,14-DS0003DX,Blue,No,14 inches,1366 x 768 (HD),No,Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,Yes,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,Yes,No,1 year,1 year,193905104116
97999,Yes,13.3 inches,Yes,SSD,16 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"Inspiron 2-in-1 13.3"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD + Optane",Dell,I7390-7100BLK-PUS,Black,Yes,13.3 inches,3840 x 2160 (4K),Yes,Touchscreen Widescreen LCD,SSD,16 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,No,None,Lithium-ion,,,,Yes,No,1-year,1-year,884116315100
49999,No,14 inches,Yes,SSD,8 gigabytes,,2.1 gigahertz,Intel 10th Generation Core i3,i3-10110U,Windows 10 Home in S mode,Lithium-ion,"Pavilion x360 2-in-1 14"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 128GB Solid State Drive",HP,14M-DH1001DX,Silver,No,14 inches,1366 x 768 (HD),Yes,LED-LCD,SSD,8 gigabytes,DDR4 SDRAM,,Integrated,Intel,2.1 gigahertz,Intel 10th Generation Core i3,i3-10110U,Windows 10 Home in S mode,Yes,None,Lithium-ion,0.81 inches,12.8 inches,8.78 inches,Yes,Yes,1 Year,1 Year,193905733590
99900,Yes,13.5 inches,Yes,SSD,8 gigabytes,,,Intel 10th Generation Core i5,i5-1035G7,Windows 10 Home,Lithium-ion polymer,"Surface Laptop 3 - 13.5"" Touch-Screen - Intel Core i5 - 8GB Memory - 256GB Solid State Drive (Latest Model)",Microsoft,V4C-00022,Black,Yes,13.5 inches,2256 x 1504,Yes,Touchscreen LCD,SSD,8 gigabytes,Not provided,,Integrated,Intel,,Intel 10th Generation Core i5,i5-1035G7,Windows 10 Home,Yes,None,Lithium-ion polymer,0.57 inches,12.1 inches,8.79 inches,No,No,1 Year,1 Year,889842486056
16999,No,11.6 inches,No,eMMC,4 gigabytes,Intel HD Graphics,1.04 gigahertz,Intel Atom,E8000,Windows 10 Home in S mode,Lithium-ion,"Stream 11.6"" Laptop - Intel Atom x5 - 4GB Memory - 64GB eMMC Flash Memory",HP,11-AK1012DX,White,No,11.6 inches,1366 x 768 (HD),No,Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,Intel HD Graphics,Integrated,Intel,1.04 gigahertz,Intel Atom,E8000,Windows 10 Home in S mode,Yes,None,Lithium-ion,0.7 inches,11.1 inches,7.6 inches,Yes,No,1 year,1 year,193808723230
59999,Yes,13.3 inches,Yes,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,Lithium-ion,"Notebook 7 Spin 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB Solid State Drive",Samsung,NP730QAA-K02US,Silver,Yes,13.3 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,12.4 inches,8.5 inches,Yes,No,1 year,None,887276337852
59999,Yes,15.6 inches,Yes,SSD,8 gigabytes,AMD Radeon Vega 8,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-ion,"Notebook 7 Spin 2-in-1 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive",Samsung,NP750QUB-K01US,Black,Yes,15.6 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,14.2 inches,9.7 inches,Yes,No,1 year,1 year,887276331430
179999,Yes,17.3 inches,No,SSD,16 gigabytes,NVIDIA GeForce RTX 2070 Max-Q,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 Max-Q - 1TB Solid State Drive",MSI,GS75 STEALTH-243,Black,Yes,17.3 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070 Max-Q,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Yes,None,Lithium-polymer,0.8 inches,15.6 inches,10.2 inches,Yes,No,1 year,1 year,824142181386
23999,No,15.6 inches,No,HDD,4 gigabytes,Other,2.3 gigahertz,Intel Pentium,5405U,Windows 10 Home in S mode,Lithium-ion,"IdeaPad S145 15.6"" Laptop - Intel Pentium Gold - 4GB Memory - 500GB Hard Drive",Lenovo,81MV0001US,Black,No,15.6 inches,1366 x 768 (HD),No,Widescreen LED,HDD,4 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,2.3 gigahertz,Intel Pentium,5405U,Windows 10 Home in S mode,Yes,None,Lithium-ion,0.78 inches,14.3 inches,9.9 inches,Yes,No,1 year,1 year,193268600782
29900,No,15.6 inches,No,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Lithium-ion,"15.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Samsung,XE350XBA-K01US,Silver,No,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,eMMC,4 gigabytes,Not provided,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Yes,None,Lithium-ion,0.6 inches,14.2 inches,9.6 inches,Yes,No,1 year,1 year,887276332970
119999,Yes,17.3 inches,Yes,SSD,16 gigabytes,NVIDIA GeForce MX250,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"Inspiron 17.3"" 7000 2-in-1 Touch-Screen Laptop - Intel Core i7 - 16GB Memory - GeForce MX250 - 512GB SSD + 32GB Optane",Dell,I7791-7452SLV-PUS,Silver,Yes,17.3 inches,1920 x 1080 (Full HD),Yes,Touchscreen Widescreen LCD,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce MX250,Discrete,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Yes,None,Lithium-ion,0.8 inches,15.7 inches,10.7 inches,Yes,No,1 year,1 year,884116360452
79999,Yes,14 inches,Yes,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Lithium-ion,"Yoga C740 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Lenovo,81TC000JUS,Silver,Yes,14 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,12.7 inches,8.4 inches,Yes,No,1 year,1 year,193638237297
119999,Yes,15.6 inches,Yes,SSD,16 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"Inspiron 15.6"" 7000 2-in-1 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB - GeForce MX250 - 512GB SSD + Optane",Dell,I7590-7117BLK-PUS,Black,Yes,15.6 inches,3840 x 2160 (4K),Yes,Touchscreen Widescreen LCD,SSD,16 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,No,None,Lithium-ion,,,,Yes,No,1-year,1-year,884116315117
99999,Yes,15.6 inches,Yes,"SSD, HDD",16 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 1TB Hard Drive + 128GB Solid State Drive",ASUS,Q526FA-BI7T10,Black,Yes,15.6 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,"SSD, HDD",16 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Yes,None,Lithium-polymer,0.8 inches,14.1 inches,8.9 inches,No,No,1 year,1 year,192876248942
104900,,12.3 inches,,,,,,Intel 8th Generation Core i7,,Windows 10 Home,Lithium-ion,"Surface Pro 6 - 12.3"" Touch-Screen - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Microsoft,KJU-00016,Black,,12.3 inches,2736 x 1824,,,,,,,,,,,,Windows 10 Home,,,Lithium-ion,0.33 inches,11.5 inches,7.9 inches,Yes,,1-year limited hardware,1 Year,889842370362
99999,Yes,13.9 inches,Yes,SSD,12 gigabytes,Intel HD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,Lithium-polymer,"Yoga C930 2-in-1 13.9"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 256GB Solid State Drive",Lenovo,81C4000HUS,Gray,Yes,13.9 inches,1920 x 1080 (Full HD),Yes,Touchscreen Widescreen LED-LCD,SSD,12 gigabytes,DDR4,Intel HD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,Yes,None,Lithium-polymer,0.57 inches,8.93 inches,12.6 inches,No,No,3 Years,1 Year,192651836449
29900,No,11.6 inches,Yes,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Lithium-ion,"C340 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Lenovo,81TA0000US,Gray,No,11.6 inches,1366 x 768 (HD),Yes,Touchscreen Widescreen LED-LCD,eMMC,4 gigabytes,Not provided,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Yes,None,Lithium-ion,0.7 inches,11.4 inches,8.2 inches,Yes,No,1 year,1 year,193386390053
134999,Yes,15.6 inches,Yes,SSD,16 gigabytes,NVIDIA GeForce MX250,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"Inspiron 15.6"" 7000 2-in-1 4K UHD Touch-Screen Laptop - Intel Core i7 - 16GB - GeForce MX250 - 512GB SSD + 32GB Optane",Dell,I7591-7483BLK-PUS,Black,Yes,15.6 inches,3840 x 2160 (4K),Yes,Touchscreen Widescreen LCD,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce MX250,Discrete,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,14.1 inches,9.8 inches,Yes,No,1 year,1 year,884116360483
37900,No,14 inches,Yes,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Lithium-ion,"2-in-1 14"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",HP,14B-CA0013DX,White,No,14 inches,1366 x 768 (HD),Yes,Touchscreen Widescreen LED-LCD,eMMC,4 gigabytes,LPDDR4 SDRAM,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Yes,None,Lithium-ion,0.7 inches,12.8 inches,8.9 inches,Yes,No,1 year,1 year,193905557769
29999,No,14 inches,No,SSD,4 gigabytes,Intel UHD Graphics 615,1.1 gigahertz,Intel Core m3,m3-8100Y,Windows 10 Home in S mode,Lithium-polymer,"ImagineBook MJ401TA 14"" Laptop - Intel Core m3 - 4GB Memory - 128GB Solid State Drive",ASUS,MJ401TA-BM3N5,White,No,14 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,4 gigabytes,LPDDR3,Intel UHD Graphics 615,Integrated,Intel,1.1 gigahertz,Intel Core m3,m3-8100Y,Windows 10 Home in S mode,Yes,None,Lithium-polymer,0.7 inches,13.2 inches,8.9 inches,No,No,1 year,1 year,192876382233
44900,Yes,14 inches,Yes,eMMC,4 gigabytes,Intel UHD Graphics 620,2.2 gigahertz,Intel 8th Generation Core i3,8130U,Chrome OS,Lithium-ion,"Inspiron 2-in-1 14"" Touch-Screen Chromebook - Intel Core i3 - 4GB Memory - 128GB eMMC Flash Memory",Dell,C7486-3250GRY-PUS,Gray,Yes,14 inches,1920 x 1080 (Full HD),Yes,Touchscreen LED,eMMC,4 gigabytes,DDR4,Intel UHD Graphics 620,Integrated,Intel,2.2 gigahertz,Intel 8th Generation Core i3,8130U,Chrome OS,Yes,None,Lithium-ion,0.66 inches,13 inches,9.06 inches,No,No,1 Year,1 Year,884116313250
99900,Yes,15 inches,Yes,SSD,8 gigabytes,AMD Radeon Vega 9,,AMD Ryzen 5 Microsoft Surface Edition,5 3580UXX,Windows 10 Home,Lithium-ion polymer,"Surface Laptop 3 - 15"" Touch-Screen - AMD Ryzen™ 5 Surface Edition - 8GB Memory - 128GB SSD (Latest Model)",Microsoft,V4G-00001,Silver,Yes,15 inches,2496 x 1664,Yes,Touchscreen LCD,SSD,8 gigabytes,Not provided,AMD Radeon Vega 9,Integrated,AMD,,AMD Ryzen 5 Microsoft Surface Edition,5 3580UXX,Windows 10 Home,Yes,None,Lithium-ion polymer,0.57 inches,13.4 inches,8.79 inches,No,No,1 Year,1 Year,889842487657
99999,Yes,15.6 inches,Yes,SSD,12 gigabytes,Other,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"Yoga C740 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 512GB Solid State Drive",Lenovo,81TD0005US,Silver,Yes,15.6 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,12 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,14.1 inches,9.3 inches,Yes,No,1 year,1 year,193638312758
82999,Yes,15.6 inches,Yes,SSD,12 gigabytes,Other,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Lithium-ion,"Yoga C740 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 12GB Memory - 256GB Solid State Drive",Lenovo,81TD0003US,Gray,Yes,15.6 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,12 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,14.1 inches,9.3 inches,Yes,No,1 year,1 year,193638312710
204999,Yes,15.4 inches,No,SSD,16 gigabytes,AMD Radeon Pro 555X,2.6 gigahertz,Intel 9th Generation Core i7,Intel 9th Generation Core i7,Mac OS,Lithium-polymer,"MacBook Pro 15.4"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 256GB SSD",Apple,MV902LL/A,Space Gray,Yes,15.4 inches,2880 x 1800 (Retina),No,LED,SSD,16 gigabytes,DDR4,AMD Radeon Pro 555X,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,Intel 9th Generation Core i7,Mac OS,Yes,None,Lithium-polymer,0.61 inches,13.8 inches,9.48 inches,Yes,Yes,1 Year,1 Year,190199112681
67999,Yes,15.6 inches,Yes,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,Lithium-ion,"ENVY x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",HP,15M-DR0011DX,Silver,Yes,15.6 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,14.1 inches,9.7 inches,Yes,No,1 year,1 year,193424836338
219999,Yes,17.3 inches,No,SSD,32 gigabytes,NVIDIA GeForce RTX 2080 Max-Q,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"GS Series 17.3"" Gaming Laptop - Intel Core i7 - 32GB - NVIDIA GeForce RTX 2080 Max-Q - 1TB Solid-State Drive",MSI,GS75 STEALTH-242,Black,Yes,17.3 inches,1920 x 1080 (Full HD),No,LCD,SSD,32 gigabytes,DDR4,NVIDIA GeForce RTX 2080 Max-Q,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Yes,None,Lithium-polymer,0.8 inches,15.6 inches,10.2 inches,Yes,No,1 Year,1 Year,824142181355
119900,Yes,15 inches,Yes,SSD,8 gigabytes,AMD Radeon Vega 9,,AMD Ryzen 5 Microsoft Surface Edition,5 3580UXX,Windows 10 Home,Lithium-ion polymer,"Surface Laptop 3 - 15"" Touch-Screen - AMD Ryzen™ 5 Surface Edition - 8GB Memory - 256GB SSD (Latest Model)",Microsoft,VGZ-00022,Black,Yes,15 inches,2496 x 1664,Yes,Touchscreen LCD,SSD,8 gigabytes,Not provided,AMD Radeon Vega 9,Integrated,AMD,,AMD Ryzen 5 Microsoft Surface Edition,5 3580UXX,Windows 10 Home,Yes,None,Lithium-ion polymer,0.57 inches,13.4 inches,9.6 inches,No,No,1 Year,1 Year,889842517064
179999,Yes,13.3 inches,Yes,SSD,16 gigabytes,Intel Iris Plus Graphics,1.3 gigahertz,Intel 10th Generation Core i7,i7-1065G7,Windows 10 Home,Lithium-ion,"Spectre x360 2-in-1 13.3"" 4K OLED Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 1TB SSD + 32GB Optane",HP,13-AW0023DX,Black,Yes,13.3 inches,3840 x 2160 (4K),Yes,Widescreen,SSD,16 gigabytes,LPDDR4 SDRAM,Intel Iris Plus Graphics,Integrated,Intel,1.3 gigahertz,Intel 10th Generation Core i7,i7-1065G7,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,12 inches,7.7 inches,Yes,No,1 year,1 year,193905587704
69999,Yes,14 inches,Yes,SSD,8 gigabytes,AMD Radeon Vega 8,2 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-polymer,"14"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive",ASUS,Q406DA-BR5T6,Silver,Yes,14 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Yes,None,Lithium-polymer,0.7 inches,12.7 inches,8.3 inches,No,No,1 year,1 year,192876294185
99999,Yes,13.3 inches,No,SSD,8 gigabytes,Intel HD Graphics 6000,1.8 gigahertz,Intel 5th Generation Core i5,Not Available,Mac OS,Lithium-polymer,"MacBook Air® - 13.3"" Display - Intel Core i5 - 8GB Memory - 128GB Flash Storage",Apple,MQD32LL/A,Silver,Yes,13.3 inches,1440 x 900 (WXGA+),No,LED,SSD,8 gigabytes,LPDDR3,Intel HD Graphics 6000,Integrated,Intel,1.8 gigahertz,Intel 5th Generation Core i5,Not Available,Mac OS,Yes,,Lithium-polymer,0.11 inches,12.8 inches,8.94 inches,Yes,Yes,1 year limited,1 year limited,190198462930
94999,No,15 inches,Yes,SSD,16 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,Lithium-ion,Notebook 9 Pro - 15” Touch-Screen Laptop – Intel Core i7 – 16GB Memory – AMD Radeon 540 – 256GB Solid State Drive,Samsung,NP-940X5N-X01US,Silver,No,15 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,16 gigabytes,LPDDR3,Other,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,13.7 inches,9.4 inches,Yes,No,1 year,1 year,887276244266
84999,Yes,13 inches,Yes,SSD,8 gigabytes,Intel UHD Graphics,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Lithium-ion,"Inspiron 13.3"" 7000 2-in-1 Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD + 32GB Optane",Dell,I7391-5537SLV-PUS,Silver,Yes,13 inches,1920 x 1080 (Full HD),Yes,Touchscreen Widescreen LCD,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics,Integrated,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Yes,None,Lithium-ion,0.6 inches,12.1 inches,8.5 inches,Yes,No,1 year,1 year,884116360537
